       Q^2          GMp        GMn          GEp         GEn
  1.24118593  0.199668831  -0.0111987368  0.140984101  0.0581877641
  1.25267839  0.197148063  -0.0104978576  0.139430067  0.0577150994
  1.26417085  0.194675562  -0.00981890113  0.137901946  0.0572472998
  1.27566332  0.192250085  -0.00916113254  0.136399156  0.0567843267
  1.28715578  0.189870428  -0.00852384491  0.134921132  0.0563261404
  1.29864824  0.187535428  -0.00790635816  0.133467326  0.0558727006
  1.3101407  0.185243958  -0.00730801788  0.132037203  0.055423966
  1.32163317  0.182994927  -0.00672819418  0.130630245  0.0549798949
  1.33312563  0.180787277  -0.00616628069  0.129245947  0.054540445
  1.34461809  0.178619986  -0.00562169353  0.127883819  0.0541055733
  1.35611055  0.176492061  -0.00509387038  0.126543383  0.0536752366
  1.36760302  0.174402541  -0.00458226957  0.125224175  0.0532493914
  1.37909548  0.172350496  -0.00408636922  0.123925744  0.0528279937
  1.39058794  0.17033502  -0.0036056664  0.122647649  0.0524109993
  1.4020804  0.168355239  -0.00313967638  0.121389463  0.051998364
  1.41357286  0.166410304  -0.00268793185  0.120150769  0.0515900434
  1.42506533  0.164499389  -0.00224998224  0.118931161  0.0511859928
  1.43655779  0.162621696  -0.00182539302  0.117730245  0.0507861678
  1.44805025  0.160776449  -0.00141374503  0.116547636  0.0503905236
  1.45954271  0.158962894  -0.00101463393  0.115382959  0.0499990159
  1.47103518  0.157180301  -0.000627669546  0.114235848  0.0496116001
  1.48252764  0.155427959  -0.000252475324  0.11310595  0.0492282319
  1.4940201  0.153705178   0.000111312198  0.111992916  0.048848867
  1.50551256  0.15201129   0.000464043914  0.110896408  0.0484734612
  1.51700503  0.150345644   0.00080605864  0.109816099  0.0481019708
  1.52849749  0.148707606   0.00113768358  0.108751665  0.0477343519
  1.53998995  0.147096564   0.0014592348  0.107702796  0.0473705612
  1.55148241  0.145511919   0.0017710176  0.106669184  0.0470105553
  1.56297487  0.143953091   0.002073327  0.105650533  0.0466542912
  1.57446734  0.142419514   0.00236644809  0.104646551  0.0463017264
  1.5859598  0.140910641   0.00265065639  0.103656956  0.0459528182
  1.59745226  0.139425937   0.00292621826  0.102681472  0.0456075248
  1.60894472  0.137964883   0.00319339122  0.101719827  0.0452658041
  1.62043719  0.136526972   0.00345242426  0.10077176  0.0449276149
  1.63192965  0.135111713   0.0037035582  0.0998370125  0.0445929159
  1.64342211  0.133718628   0.00394702596  0.0989153342  0.0442616664
  1.65491457  0.132347249   0.00418305286  0.0980064801  0.043933826
  1.66640704  0.130997123   0.00441185692  0.097110211  0.0436093547
  1.6778995  0.129667809   0.00463364909  0.0962262933  0.0432882127
  1.68939196  0.128358875   0.00484863354  0.095354499  0.0429703607
  1.70088442  0.127069903   0.00505700787  0.0944946052  0.0426557599
  1.71237688  0.125800484   0.00525896339  0.0936463942  0.0423443716
  1.72386935  0.124550221   0.00545468531  0.0928096533  0.0420361578
  1.73536181  0.123318726   0.00564435298  0.0919841748  0.0417310807
  1.74685427  0.122105621   0.00582814009  0.0911697556  0.0414291029
  1.75834673  0.120910537   0.00600621487  0.0903661972  0.0411301874
  1.7698392  0.119733116   0.00617874027  0.0895733055  0.0408342978
  1.78133166  0.118573008   0.00634587418  0.0887908911  0.0405413978
  1.79282412  0.117429871   0.00650776957  0.0880187683  0.0402514517
  1.80431658  0.116303373   0.00666457468  0.087256756  0.039964424
  1.81580905  0.115193188   0.00681643318  0.0865046768  0.03968028
  1.82730151  0.114099   0.00696348434  0.0857623575  0.0393989849
  1.83879397  0.1130205   0.00710586314  0.0850296283  0.0391205047
  1.85028643  0.111957387   0.00724370048  0.0843063234  0.0388448055
  1.86177889  0.110909366   0.00737712325  0.0835922806  0.038571854
  1.87327136  0.109876151   0.00750625454  0.0828873411  0.0383016173
  1.88476382  0.10885746   0.00763121369  0.0821913495  0.0380340628
  1.89625628  0.10785302   0.00775211648  0.0815041539  0.0377691582
  1.90774874  0.106862564   0.00786907521  0.0808256053  0.0375068718
  1.91924121  0.105885831   0.00798219885  0.0801555582  0.0372471722
  1.93073367  0.104922567   0.0080915931  0.0794938701  0.0369900284
  1.94222613  0.103972521   0.00819736057  0.0788404015  0.0367354097
  1.95371859  0.103035453   0.0082996008  0.0781950156  0.036483286
  1.96521106  0.102111123   0.00839841043  0.0775575787  0.0362336272
  1.97670352  0.1011993   0.00849388326  0.0769279598  0.035986404
  1.98819598  0.100299757   0.00858611034  0.0763060307  0.0357415871
  1.99968844  0.0994122731   0.00867518008  0.0756916657  0.0354991479
  2.0111809  0.098536631   0.00876117832  0.0750847417  0.0352590579
  2.02267337  0.0976726194   0.00884418842  0.0744851382  0.0350212891
  2.03416583  0.0968200313   0.00892429132  0.073892737  0.0347858138
  2.04565829  0.0959786645   0.00900156566  0.0733074225  0.0345526047
  2.05715075  0.095148321   0.00907608782  0.0727290813  0.0343216348
  2.06864322  0.0943288076   0.00914793197  0.0721576022  0.0340928775
  2.08013568  0.093519935   0.00921717021  0.0715928764  0.0338663066
  2.09162814  0.0927215182   0.00928387257  0.0710347971  0.0336418961
  2.1031206  0.0919333762   0.0093481071  0.0704832597  0.0334196203
  2.11461307  0.091155332   0.00940993994  0.0699381618  0.033199454
  2.12610553  0.0903872123   0.00946943535  0.0693994027  0.0329813723
  2.13759799  0.0896288477   0.00952665582  0.0688668839  0.0327653506
  2.14909045  0.0888800723   0.00958166207  0.0683405088  0.0325513646
  2.16058291  0.0881407237   0.00963451313  0.0678201825  0.0323393902
  2.17207538  0.0874106431   0.00968526639  0.0673058123  0.0321294039
  2.18356784  0.0866896749   0.00973397766  0.0667973069  0.0319213823
  2.1950603  0.0859776669   0.0097807012  0.066294577  0.0317153023
  2.20655276  0.08527447   0.00982548977  0.0657975348  0.0315111412
  2.21804523  0.0845799383   0.00986839469  0.0653060944  0.0313088766
  2.22953769  0.0838939289   0.00990946587  0.0648201714  0.0311084863
  2.24103015  0.0832163017   0.00994875185  0.0643396829  0.0309099485
  2.25252261  0.0825469197   0.00998629987  0.0638645478  0.0307132415
  2.26401508  0.0818856487   0.0100221559  0.0633946863  0.0305183442
  2.27550754  0.081232357   0.0100563645  0.0629300202  0.0303252355
  2.287  0.0805869159   0.0100889693  0.0624704727  0.0301338948
