Dataset:      Vertical 3He, Q2=1.0
Runs:   20596-20789
Run #	Bin3Up	Bin3Down	Tup	Tdn	BGLup	BGLdn	BGRup	BGRdn	RSup	RSdn	RBG
20668 6227 6239 8033 8057 21037 21400 18583 18665 18.65300000000002 18.65300000000002 699.99999999999989
20669 5758 7017 7426 8940 19555 22413 16992 19578 18.65300000000002 18.65300000000002 699.99999999999989
20670 5903 6331 7592 8281 19955 22937 17237 19802 18.65300000000002 18.65300000000002 699.99999999999989
20671 6811 5732 8800 7373 23377 19376 20435 16788 18.65300000000002 18.65300000000002 699.99999999999989
20672 4214 5673 5480 7299 14860 19237 13032 16610 18.65300000000002 18.65300000000002 699.99999999999989
20673 6912 5488 9009 7003 24616 17962 21542 15542 18.65300000000002 18.65300000000002 699.99999999999989
20674 6107 6069 7922 7902 21078 21682 18530 18639 18.65300000000002 18.65300000000002 699.99999999999989
20682 5674 6741 7309 8748 19310 23799 16666 20280 18.65300000000002 18.65300000000002 699.99999999999989
20683 4776 4577 5862 5873 12831 15162 11034 13300 18.65300000000002 18.65300000000002 699.99999999999989
20684 8644 3426 11233 4422 30579 11882 26255 10113 18.65300000000002 18.65300000000002 699.99999999999989
20685 6420 6568 8208 8413 21042 21629 18351 18883 18.65300000000002 18.65300000000002 699.99999999999989
20686 5912 6353 7634 8276 20333 22655 17406 19726 18.65300000000002 18.65300000000002 699.99999999999989
20687 5925 6758 7644 8657 20230 22277 17673 19441 18.65300000000002 18.65300000000002 699.99999999999989
20688 5641 6920 7303 8891 19605 23285 16858 19957 18.65300000000002 18.65300000000002 699.99999999999989
20689 7738 5673 9802 7212 24362 18212 21143 15658 18.65300000000002 18.65300000000002 699.99999999999989
20691 6261 6130 8091 7957 21342 21559 18637 18630 18.65300000000002 18.65300000000002 699.99999999999989
20692 6159 6005 7974 7838 21190 21559 18642 18529 18.65300000000002 18.65300000000002 699.99999999999989
20693 7211 5297 9233 6878 23759 18763 20626 16044 18.65300000000002 18.65300000000002 699.99999999999989
20694 6639 5888 8640 7532 23669 19507 20195 16781 18.65300000000002 18.65300000000002 699.99999999999989
20695 6102 6717 7827 8631 20319 22874 17731 19412 18.65300000000002 18.65300000000002 699.99999999999989
20696 5784 7069 7434 9061 19519 23389 16845 20472 18.65300000000002 18.65300000000002 699.99999999999989
20698 6454 6170 8293 7973 21686 21553 18880 18196 18.65300000000002 18.65300000000002 699.99999999999989
20699 6645 5598 8634 7245 23449 19579 20320 16649 18.65300000000002 18.65300000000002 699.99999999999989
20700 7638 5451 9777 6924 25319 17374 21884 15020 18.65300000000002 18.65300000000002 699.99999999999989
20702 5935 6728 7678 8627 20357 22342 17937 19314 18.65300000000002 18.65300000000002 699.99999999999989
20703 7133 6112 9023 7804 22209 19620 19233 17515 18.65300000000002 18.65300000000002 699.99999999999989
20706 6790 5725 8812 7345 23856 18855 20596 16602 18.65300000000002 18.65300000000002 699.99999999999989
20709 5728 6788 7348 8828 18817 23775 16568 20917 18.65300000000002 18.65300000000002 699.99999999999989
20710 8910 3965 11499 5012 30160 12302 26452 10694 18.65300000000002 18.65300000000002 699.99999999999989
20712 7222 5651 9265 7250 24043 18775 20967 16355 18.65300000000002 18.65300000000002 699.99999999999989
20713 6543 5878 8409 7654 22056 20900 19136 18156 18.65300000000002 18.65300000000002 699.99999999999989
20714 6789 5805 8715 7527 22713 20126 19559 17768 18.65300000000002 18.65300000000002 699.99999999999989
20715 7153 5795 9124 7442 23093 19308 20352 16786 18.65300000000002 18.65300000000002 699.99999999999989
20716 5561 7164 7136 9210 18509 24072 16176 20893 18.65300000000002 18.65300000000002 699.99999999999989
20717 4441 8495 5743 10817 15351 27471 13441 23652 18.65300000000002 18.65300000000002 699.99999999999989
20719 6542 6902 8189 8876 19364 23196 16848 20171 18.65300000000002 18.65300000000002 699.99999999999989
20720 8222 5439 10442 6837 26176 16432 22719 14365 18.65300000000002 18.65300000000002 699.99999999999989
20721 6928 5941 8926 7603 23748 19545 20360 17282 18.65300000000002 18.65300000000002 699.99999999999989
20722 5926 7579 7498 9628 18457 23972 16204 21015 18.65300000000002 18.65300000000002 699.99999999999989
20723 5865 7487 7455 9521 18878 23785 16226 20967 18.65300000000002 18.65300000000002 699.99999999999989
20724 6576 7007 8322 8888 20535 21895 17841 19340 18.65300000000002 18.65300000000002 699.99999999999989
20725 7711 6035 9727 7649 23714 18856 20612 16527 18.65300000000002 18.65300000000002 699.99999999999989
20727 6367 5832 8323 7518 23162 19810 19886 17026 18.65300000000002 18.65300000000002 699.99999999999989
20729 7067 5637 9098 7245 23848 19203 20850 16286 18.65300000000002 18.65300000000002 699.99999999999989
20730 4909 5085 6433 6399 17976 15359 15672 13442 18.65300000000002 18.65300000000002 699.99999999999989
20738 6342 6061 8166 7894 21448 21442 18773 18781 18.65300000000002 18.65300000000002 699.99999999999989
20739 7362 5584 9444 7141 24597 18223 21137 15905 18.65300000000002 18.65300000000002 699.99999999999989
20740 5564 5621 7367 7529 21279 22380 18377 19553 18.65300000000002 18.65300000000002 699.99999999999989
20741 5293 5781 7090 7722 20944 22631 18339 20047 18.65300000000002 18.65300000000002 699.99999999999989
20745 6328 5112 8404 6732 24367 19018 21281 16783 18.65300000000002 18.65300000000002 699.99999999999989
20746 6063 5223 8046 6969 23119 20757 20405 17881 18.65300000000002 18.65300000000002 699.99999999999989
20749 3792 4705 5163 6199 16319 17756 13987 15312 18.65300000000002 18.65300000000002 699.99999999999989
20750 6518 4939 8540 6643 23875 20169 20588 17488 18.65300000000002 18.65300000000002 699.99999999999989
20751 3450 7748 4470 10400 12077 31240 10469 26862 18.65300000000002 18.65300000000002 699.99999999999989
20752 6778 4577 8956 6104 25582 17924 22534 15499 18.65300000000002 18.65300000000002 699.99999999999989
20754 6104 5043 8213 6672 24981 19084 21679 16785 18.65300000000002 18.65300000000002 699.99999999999989
20755 5449 5409 7309 7284 21933 22257 19058 19136 18.65300000000002 18.65300000000002 699.99999999999989
20756 5424 5459 7281 7340 21852 22492 19009 19113 18.65300000000002 18.65300000000002 699.99999999999989
20757 3886 7084 5089 9616 14001 29634 12288 26177 18.65300000000002 18.65300000000002 699.99999999999989
20759 5183 1202 6935 1634 20539 5188 17910 4446 18.65300000000002 18.65300000000002 699.99999999999989
