Dataset:      Vertical 3He, Q2=1.0
Runs:   20596-20789
Run #	Bin3Up	Bin3Down	Tup	Tdn	BGLup	BGLdn	BGRup	BGRdn	RSup	RSdn	RBG
20598 3013 3432 3835 4404 9693 11419 8393 9974 18.65300000000002 18.65300000000002 699.99999999999989
20600 9424 5623 11707 6871 27042 14570 23192 12871 18.65300000000002 18.65300000000002 699.99999999999989
20601 4904 3804 5951 4605 12073 9378 10804 8122 18.65300000000002 18.65300000000002 699.99999999999989
20609 5096 8318 6320 10691 14443 28321 12344 24087 18.65300000000002 18.65300000000002 699.99999999999989
20610 6344 5934 8207 7734 21943 21233 18998 18351 18.65300000000002 18.65300000000002 699.99999999999989
20611 7623 5433 9723 6963 24709 17989 21400 15692 18.65300000000002 18.65300000000002 699.99999999999989
20612 7090 7868 8854 9632 20541 20793 18113 18047 18.65300000000002 18.65300000000002 699.99999999999989
20613 5765 6880 7337 8923 18513 24116 16112 20749 18.65300000000002 18.65300000000002 699.99999999999989
20614 7821 4576 10005 5989 25795 16524 22364 14294 18.65300000000002 18.65300000000002 699.99999999999989
20615 6587 5526 8561 7212 23157 19926 20113 17166 18.65300000000002 18.65300000000002 699.99999999999989
20642 1592 4960 1967 6325 4445 15994 3819 13999 18.65300000000002 18.65300000000002 699.99999999999989
20643 5784 7049 7437 9026 19438 23310 16895 20271 18.65300000000002 18.65300000000002 699.99999999999989
20646 6876 6127 8688 7936 21515 21294 18419 18487 18.65300000000002 18.65300000000002 699.99999999999989
20647 6035 6600 7733 8547 20012 22881 17331 19969 18.65300000000002 18.65300000000002 699.99999999999989
20648 4795 8366 6091 10673 15151 27401 13163 23428 18.65300000000002 18.65300000000002 699.99999999999989
20649 7213 5924 9166 7571 23118 19535 19927 16680 18.65300000000002 18.65300000000002 699.99999999999989
20650 6969 5707 9003 7297 23783 18690 20779 16371 18.65300000000002 18.65300000000002 699.99999999999989
20651 6074 6446 7904 8252 21792 21384 18554 18338 18.65300000000002 18.65300000000002 699.99999999999989
20652 5923 6965 7624 8906 19815 22807 17457 19869 18.65300000000002 18.65300000000002 699.99999999999989
20653 5514 6918 7095 8964 18799 24137 16210 21167 18.65300000000002 18.65300000000002 699.99999999999989
20655 6592 5855 8521 7565 22690 20029 19642 17528 18.65300000000002 18.65300000000002 699.99999999999989
20656 6998 5972 8915 7667 22531 19868 19651 17399 18.65300000000002 18.65300000000002 699.99999999999989
20657 6293 6545 7949 8492 19478 23050 16991 19609 18.65300000000002 18.65300000000002 699.99999999999989
20658 5400 7394 6927 9509 17859 25024 15613 21472 18.65300000000002 18.65300000000002 699.99999999999989
20659 5871 6356 7632 8243 20756 22095 17978 19306 18.65300000000002 18.65300000000002 699.99999999999989
20660 6816 5654 8835 7304 23679 19381 20501 16955 18.65300000000002 18.65300000000002 699.99999999999989
20662 6028 6686 7801 8537 20885 21605 18162 19177 18.65300000000002 18.65300000000002 699.99999999999989
20663 5879 6746 7601 8657 20492 22548 17428 19505 18.65300000000002 18.65300000000002 699.99999999999989
20664 5905 6534 7678 8370 21121 21855 17997 18645 18.65300000000002 18.65300000000002 699.99999999999989
20665 6208 6447 7981 8316 20853 21877 18082 19252 18.65300000000002 18.65300000000002 699.99999999999989
20666 7260 5431 9306 7009 24184 18511 20674 16190 18.65300000000002 18.65300000000002 699.99999999999989
20667 7328 4941 9581 6306 26654 16168 22951 13827 18.65300000000002 18.65300000000002 699.99999999999989
