0  347.61  299.608  47.907
1  326.705  226.78  48.3227
2  5753.71  355.71  3.46
3  5178.85  272.539  3.82536
4  6943.4  283.385  2.86893
5  6681.24  337.471  2.98015
6  6788.1  322.79  2.93128
7  7381.6  436.168  2.7
8  6947.75  470.258  2.86825
9  7731.95  455.112  2.57577
10  2528.36  379.288  7.85875
11  4601.02  289.766  4.20428
12  2696.38  316.027  7.36879
13  2528.99  250.328  7.86867
14  4360.81  406.818  4.56013
15  4150.47  431.782  4.78227
16  2245.67  346.717  8.78402
17  2533.69  340.932  7.81866
18  2967.78  348.132  6.70122
19  1127.81  308.882  17.4149
20  1243.77  250.209  15.8663
21  1539.1  244.211  12.8096
22  1525.18  433.307  12.9664
23  2194.49  482.21  9.00675
