0  270.379  228.678  52.376
1  280.258  218.871  50.5775
2  282.256  140.051  52.3937
3  272.1  211.165  52.6452
4  276.734  248.702  48.4183
5  291.439  442.08  47.9879
6  273.81  490.804  58.1671
7  288.28  135.461  49.308
8  272.244  493.207  47.078
9  272.746  392.394  46.1633
10  277.96  486.118  46.318
11  278.41  225.223  45.9725
12  278.617  496.024  46.7057
13  291.937  565.274  43.262
14  277.972  416.751  42.7477
15  302.781  603.286  42.3355
16  9340.73  454.408  2.13291
17  7432.69  348.338  2.68076
18  8090.08  357.079  2.46329
19  6316.63  365.382  3.15456
20  7347.98  475.866  2.71053
21  7721.16  580.91  2.57923
22  6609.71  585.446  3.01429
23  5753.26  508.419  3.46261
24  5634.15  522.674  3.5336
25  6934.83  291.133  2.87196
26  5606.13  364.773  3.55366
27  6092.4  278.148  3.27237
28  6278.91  671.836  3.17316
29  5608.99  433.265  3.55284
30  6712.14  490.923  2.96642
31  6278.99  507.73  3.1724
