0  175.226  303.222  73.7438
1  182.333  289.06  69.423
2  170.808  235.319  72.7872
3  166.399  321.69  73.9415
4  171.278  290.188  74.4487
5  166.989  230.146  74.9765
6  180.032  226.222  67.2699
7  172.493  323.308  66.422
8  194.58  287.255  58.1744
9  249.022  137.764  53.1311
10  250.072  279.433  51.7897
11  237.812  243.441  55.8148
12  252.169  366.663  53.3373
13  217.096  304.186  62.377
14  203.602  367.642  56.8323
15  255.246  379.382  51.7668
16  177.772  619.965  66.025
17  197.446  461.484  64.0583
18  196.169  295.76  62.4063
19  168.079  367.673  66.3382
20  173.355  337.593  67.6414
21  178.044  587.775  70.305
22  210.468  446.823  60.8272
23  201.689  348.307  65.5634
24  223.383  300.297  59.7489
25  208.162  272.316  66.5704
26  213.074  387.995  61.8108
27  189.421  77.0578  82.3881
28  210.414  373.182  66.5464
29  202.332  83.7381  71.4761
30  227.919  365.872  59.7023
31  193.967  156.34  62.8713
