0  1674.96  403.099  11.8635
1  1194.47  480.035  16.5329
2  1365  272.161  14.3697
3  2811.54  255.854  7.08343
4  1894.63  275.923  10.4834
5  2922.75  225.939  6.80745
6  3606.75  416.683  5.51906
7  1195.14  426.777  16.5175
8  3166.17  362.987  6.27511
9  3932.65  427.378  5.05411
10  2028.42  356.529  9.80797
11  2048.68  301.177  9.40989
12  7161.57  378.778  2.78245
13  7912.79  276.604  2.51285
14  7956.71  340.882  2.50264
15  2937.56  366.269  6.7807
16  5453.53  423.673  3.64601
17  4862.82  371.572  4.09476
18  5195.97  373.253  3.83098
19  4408.65  310.203  4.5163
20  4266.83  316.412  4.66006
21  3804.22  291  5.1717
