0  322.344  1102.58  47.58
1  313.54  817.2  55.4043
2  319.478  424.696  54.6458
3  313.141  569.778  54.697
4  153.411  151.551  76.0402
5  310.64  564.145  60.9307
6  293.694  52.4427  30.4079
7  289.169  56.686  37.6993
8  296.251  543.194  54.4134
9  280.218  10.2742  22.5168
10  279.332  383.261  55.8715
11  293.651  189.341  56.8051
12  253.24  70.1101  63.166
13  283.675  149.798  58.8134
14  308.069  49.5324  31.511
15  298.928  65.2094  53.2785
16  334.725  66.2002  50.2824
17  300.156  12.2877  28.8201
18  349.336  270.544  44.0951
19  341.786  532.59  46.936
20  384.396  92.9784  44.4409
21  384.907  208.746  48.0626
22  398.795  148.193  41.5893
23  382.744  172.278  43.7376
24  293.998  39.5557  36.2545
25  272.479  259.404  47.0826
26  234.405  52.9463  50.3377
27  283.255  67.3224  47.7228
28  224.415  278.386  46.8617
29  261.523  233.707  48.0394
