0  1269.12  341.084  15.1726
1  1104.11  506.434  17.6965
2  1278.78  432.262  15.1765
3  620.941  307.268  29.1735
4  2176.93  541.874  8.96067
5  994.132  489.119  18.7839
6  1864.79  508.577  10.2513
7  823.834  466.666  21.919
8  1631.47  442.584  11.3935
9  1119.36  383.061  16.829
10  1698.03  380.326  11.1569
11  1525.12  296.569  12.9573
12  1395.97  473.747  13.9147
13  1535.59  529.422  12.8791
14  1602.33  448.748  12.3525
15  1558.11  483.469  12.6634
16  321.41  175.776  44.6421
17  335.022  34.6624  30.6728
18  337.678  152.678  49.342
19  353.102  168.692  45.8248
20  355.949  133.44  49.3791
21  350.123  56.1582  44.01
22  357.152  389.729  51.712
23  356.506  316.659  49.8944
24  365.053  46.7595  40.7432
25  350.685  213.398  50.5608
26  367.929  110.442  52.4486
27  367.242  49.8136  43.2132
28  374.413  406.319  51.6644
29  395.257  366.874  47.1407
