0  320.37  497.715  34.3017
1  292.669  387.092  37.1708
2  249.775  156.702  42.5864
3  276.477  204.154  41.4871
4  262.075  195.813  42.1075
5  263.951  162.532  41.3811
6  197.649  245.08  46.1956
7  229.878  271.426  41.4475
8  195.249  309.82  43.0751
9  213.027  261.737  42.1143
10  160.096  1126  51.2889
11  117.791  504.982  125.325
12  133.169  250.106  50.9542
13  183.821  133.695  50.3661
14  132.334  391.949  46.8203
15  163.264  1193.87  50.5346
16  208.995  277.255  50.9844
17  164.611  283.369  46.3954
18  134.458  239.212  52.0396
19  119.501  140.195  52.4618
20  192.214  169.079  54.5754
21  160.099  313.149  51.2896
