10	88.3	0.2	2.0
16	84.1	0.2	2.0	
30	83.38	0.2	2.0
36	78.68	0.2	2.0
43	87.815	0.2	2.0
Note: The leftmost column is the number of days with 1 = 2009/04/15, 10 = 2009/04/24, 16 = 2009/04/30, 30 = 2009/05/14, 36 = 2009/05/20, 43 = 2009/95/27 
