        Q^2                      GMp                    GMn                     GEp                     GEn
--------------------------------------------------------------------------------------------------------------------------
  0.000000000000000E+000   2.78205916087001       -1.93180225628290        1.00000000000000       0.000000000000000E+000
  1.149246231155779E-002   2.64511539354767       -1.81236945736909       0.968275045263284       1.129905143552501E-002
  2.298492462311558E-002   2.51861970943457       -1.70284930463634       0.938218850053335       2.154883744010710E-002
  3.447738693467337E-002   2.40151116745373       -1.60220246615296       0.909706905550472       3.084906637672780E-002
  4.596984924623116E-002   2.29286136118628       -1.50952106541706       0.882626643508931       3.928873478486966E-002
  5.746231155778895E-002   2.19185496697673       -1.42400929350168       0.856876054200664       4.694743709928623E-002
  6.895477386934674E-002   2.09777354765597       -1.34496727242770       0.832362489776273       5.389649487161846E-002
  8.044723618090453E-002   2.00998200338715       -1.27177756161033       0.809001624972255       6.019993318696731E-002
  9.193969849246232E-002   1.92791718618902       -1.20389382424480       0.786716551800511       6.591532729318256E-002
  0.103432160804020        1.85107829182275       -1.14083126760190       0.765436988700711       7.109453864543763E-002
  0.114924623115578        1.77901871864851       -1.08215854709992       0.745098587789267       7.578435644217441E-002
  0.126417085427136        1.71133914275345       -1.02749088369314       0.725642326434812       8.002705815653366E-002
  0.137909547738693        1.64768160585690      -0.976484191301372       0.707013971535753       8.386090044371269E-002
  0.149402010050251        1.58772445002938      -0.928830048517735       0.689163606655181       8.732055004495126E-002
  0.160894472361809        1.53117796325435      -0.884251378807751       0.672045213649793       9.043746284563897E-002
  0.172386934673367        1.47778062394994      -0.842498727486430       0.655616301666700       9.324021802439747E-002
  0.183879396984925        1.42729585200531      -0.803347043183506       0.639837577418592       9.575481320844281E-002
  0.195371859296482        1.37950918964168      -0.766592887250320       0.624672651519065       9.800492569299762E-002
  0.206864321608040        1.33422584823511      -0.732052007377470       0.610087776394472       0.100012144060518     
  0.218356783919598        1.29126856772435      -0.699557222168049       0.596051611909750       0.101796173925879     
  0.229849246231156        1.25047574383361      -0.668956572008745       0.582535015372345       0.103375021017498     
  0.241341708542714        1.21169978543166      -0.640111698663873       0.569510853026172       0.104765154366200     
  0.252834170854271        1.17480567021365      -0.612896421874246       0.556953830529272       0.105981652000637     
  0.264326633165829        1.13966967175879      -0.587195486102791       0.544840340235162       0.107038331229883     
  0.275819095477387        1.10617823507093      -0.562903454615656       0.533148323377456       0.107947865321583     
  0.287311557788945        1.07422698109575      -0.539923731468317       0.521857145497491       0.108721888150717     
  0.298804020100503        1.04371982354705      -0.518167694799471       0.510947483661438       0.109371088193478     
  0.310296482412060        1.01456818376178      -0.497553927217308       0.500401224191842       0.109905293068123     
  0.321788944723618       0.986690291316161      -0.478007531070933       0.490201369792769       0.110333545675590     
  0.333281407035176       0.960010559837657      -0.459459518097692       0.480331955081549       0.110664172863825     
  0.344773869346734       0.934459028891233      -0.441846264376866       0.470777969656186       0.110904847428082     
  0.356266331658291       0.909970864046088      -0.425109022744206       0.461525287928632       0.111062644162489     
  0.367758793969849       0.886485908275609      -0.409193485865036       0.452560605042257       0.111144090593860     
  0.379251256281407       0.863948278737960      -0.394049394055122       0.443871378268834       0.111155212955207     
  0.390743718592965       0.842306003751248      -0.379630182702161       0.435445773347824       0.111101577892259     
  0.402236180904523       0.821510695435461      -0.365892664796323       0.427272615289782       0.110988330340163     
  0.413728643216080       0.801517254060106      -0.352796744642565       0.419341343217717       0.110820227958413     
  0.425221105527638       0.782283600625353      -0.340305159313968       0.411641968865871       0.110601672468876     
  0.436713567839196       0.763770434627168      -0.328383244826010       0.404165038395727       0.110336738203912     
  0.448206030150754       0.745941014323205      -0.316998724375923       0.396901597224563       0.110029198138197     
  0.459698492462312       0.728760957134138      -0.306121516307435       0.389843157593396       0.109682547648434     
  0.471190954773869       0.712198058091765      -0.295723559736154       0.382981668628963       0.109300026219195     
  0.482683417085427       0.696222124486263      -0.285778656010339       0.376309488679154       0.108884637290121     
  0.494175879396985       0.680804825075537      -0.276262324390918       0.369819359723235       0.108439166419436     
  0.505668341708543       0.665919552403748      -0.267151670517414       0.363504383677786       0.107966197920644     
  0.517160804020101       0.651541296937557      -0.258425266386637       0.357358000436640       0.107468130113322     
  0.528653266331658       0.637646531870283      -0.250063040711527       0.351373967498694       0.106947189314661     
  0.540145728643216       0.624213107568838      -0.242046178651064       0.345546341051312       0.106405442685758     
  0.551638190954774       0.611220154748035      -0.234357030010957       0.339869458389486       0.105844810035380     
  0.563130653266332       0.598647995553734      -0.226979025110691       0.334337921562022       0.105267074673826     
  0.574623115577889       0.586478061821849      -0.219896597597273       0.328946582146031       0.104673893400553     
  0.586115577889447       0.574692819856002      -0.213095113560874       0.323690527059936       0.104066805701144     
  0.597608040201005       0.563275701133723      -0.206560806374013       0.318565065333297       0.103447242222034     
  0.609100502512563       0.552211038410665      -0.200280716734733       0.313565715759003       0.102816532584912     
  0.620592964824121       0.541484006745297      -0.194242637446580       0.308688195359908       0.102175912596940     
  0.632085427135679       0.531080569013658      -0.188435062514678       0.303928408607918       0.101526530907739     
  0.643577889447236       0.520987425525773      -0.182847140178668       0.299282437338853       0.100869455159366     
  0.655070351758794       0.511191967392858      -0.177468629540236       0.294746531311228       0.100205677671348     
  0.666562814070352       0.501682233327919      -0.172289860475950       0.290317099361481       9.953612069898803E-002
  0.678055276381910       0.492446869592374      -0.167301696555667       0.285990701112123       9.886164129977419E-002
  0.689547738693467       0.483475092828179      -0.162495500713189       0.281764039192874       9.818303583960289E-002
  0.701040201005025       0.474756655539018      -0.157863103439529       0.277633951938115       9.750104416775331E-002
