 0.1000000047E-02 0.4887843970E-03
 0.9999999776E-02 0.4651191179E-02
 0.1122018415E-01 0.5184431560E-02
 0.1258925442E-01 0.5774374586E-02
 0.1412537508E-01 0.6425972562E-02
 0.1584893279E-01 0.7144348696E-02
 0.1778279431E-01 0.7934731431E-02
 0.1995262317E-01 0.8802369237E-02
 0.2238721214E-01 0.9752419777E-02
 0.2511886507E-01 0.1078981813E-01
 0.2818382904E-01 0.1191910356E-01
 0.3162277862E-01 0.1314422954E-01
 0.3548134118E-01 0.1446833462E-01
 0.3981071711E-01 0.1589348167E-01
 0.4466836154E-01 0.1742037758E-01
 0.5011872575E-01 0.1904806867E-01
 0.5623413250E-01 0.2077363804E-01
 0.6309573352E-01 0.2259188518E-01
 0.7079458237E-01 0.2449505590E-01
 0.7943282276E-01 0.2647260390E-01
 0.8912509680E-01 0.2851101197E-01
 0.1000000015 0.3059372678E-01
 0.1122018471 0.3270118311E-01
 0.1258925498 0.3481098264E-01
 0.1412537545 0.3689820692E-01
 0.1584893316 0.3893588111E-01
 0.1778279543 0.4089555889E-01
 0.1995262355 0.4274802282E-01
 0.2238721251 0.4446407408E-01
 0.2511886656 0.4601530358E-01
 0.2818382978 0.4737488925E-01
 0.3162277937 0.4851827770E-01
 0.3548133969 0.4942376539E-01
 0.3981072009 0.5007296801E-01
 0.4466836154 0.5045112222E-01
 0.5011872649 0.5054729804E-01
 0.5623413324 0.5035450682E-01
 0.6309573650 0.4986979440E-01
 0.7079458237 0.4909434170E-01
 0.7943282723 0.4803357646E-01
 0.8912509680 0.4669738188E-01
 1.000000119 0.4510026425E-01
 1.122018576 0.4326154664E-01
 1.258925557 0.4120540991E-01
 1.412537694 0.3896079585E-01
 1.584893346 0.3656099364E-01
 1.778279543 0.3404297307E-01
 1.995262504 0.3144635633E-01
 2.238721371 0.2881214395E-01
 2.511886597 0.2618124709E-01
 2.818383217 0.2359292470E-01
 3.162277937 0.2108331397E-01
 3.548134089 0.1868412830E-01
 3.981071949 0.1642166637E-01
 4.466836452 0.1431617700E-01
 5.011872768 0.1238162909E-01
 5.623413563 0.1062584575E-01
 6.309574127 0.9050973691E-02
 7.079458714 0.7654189132E-02
 7.943283081 0.6428565830E-02
 8.912509918 0.5364015698E-02
 10.00000095 0.4448220599E-02
 11.22018528 0.3667497542E-02
 12.58925533 0.3007556545E-02
 14.12537670 0.2454122761E-02
 15.84893322 0.1993421698E-02
 17.78279686 0.1612528344E-02
 19.95262527 0.1299593481E-02
 22.38721466 0.1043968834E-02
 25.11886787 0.8362489752E-03
 28.18383217 0.6682510721E-03
 31.62277985 0.5329499254E-03
 35.48134232 0.4243856529E-03
 39.81072235 0.3375551023E-03
 44.66836548 0.2682978520E-03
 50.11872864 0.2131831134E-03
 56.23413849 0.1694029925E-03
 63.09574127 0.1346746139E-03
 70.79458618 0.1071528604E-03
 79.43283081 0.8535414236E-04
 89.12510681 0.6809091428E-04
 100.0000153 0.5441631220E-04
 112.2018585 0.4357784564E-04
 125.8925552 0.3497916623E-04
 141.2537689 0.2814871914E-04
 158.4893494 0.2271429548E-04
 177.8279724 0.1838248863E-04
 199.5262604 0.1492221600E-04
 223.8721466 0.1215156772E-04
 251.1886749 0.9927360225E-05
 281.8383484 0.8136865290E-05
 316.2278137 0.6691278031E-05
 354.8134460 0.5520575996E-05
 398.1072388 0.4569481916E-05
 446.6836548 0.3794292525E-05
 501.1873169 0.3160394954E-05
 562.3414307 0.2640320645E-05
 630.9574585 0.2212222626E-05
 707.9459229 0.1858682822E-05
 794.3283691 0.1565777097E-05
