0.389       0.95       0.026
0.584       0.972      0.019
0.779       0.957      0.030
0.973       0.984      0.042
1.168       0.909      0.061
1.363       0.935      0.068
1.557       0.872      0.084
1.752       0.815      0.119
1.947       1.003      0.174
