2.5	1.0	0.0031	0.03
3.5	1.0	0.0011	0.03
4.5	1.0	0.0013	0.03
5.5	1.0	0.0019	0.03
6.5	1.0	0.0030	0.03
7.5	1.0	0.0045	0.03
8.5	1.0	0.0064	0.03
9.5	1.0	0.0088	0.03
10.5	1.0	0.0120	0.03
11.5	1.0	0.0150	0.03
12.5	1.0	0.0200	0.03
13.6	1.0	0.0250	0.03
