3.5	1	0.015	0.000
4.5	1	0.013	0.000
6.0	1	0.012	0.000
8.5	1	0.020	0.000
10	1	0.021	0.000
12	1	0.023	0.000
13.5	1	0.027	0.000
16	1	0.031	0.000
18	1	0.041	0.000
