0.389  0.978  0.02
0.584  0.983  0.009
0.779  1.004  0.011
0.973  1.01   0.013
1.168  1.041  0.016
1.363  1.025  0.016
1.557  1.053  0.017
1.752  1.061  0.021
1.947  1.022  0.038
