0.2920 0.964 0.023 0.023
0.3894 0.812 0.020 0.020
0.5840 0.637 0.019 0.019
0.7784 0.435 0.022 0.022
1.168 0.267 0.017 0.021
1.752 0.220 0.029 0.033
