# from Kees
 0.156   1.103  0.057
 0.179	 1.003  0.039
 0.195	 0.974  0.067
 0.234	 1.087  0.061
 0.273	 1.070  0.059
 0.292	 1.074  0.068
 0.311	 0.974  0.057
 0.389	 1.061  0.058
 0.428	 1.051  0.086
 0.467	 1.020  0.073
 0.506	 1.073  0.113
 0.545	 1.000  0.087
 0.584	 1.036  0.133
 0.623	 0.964  0.103
 0.662	 0.846  0.169
 0.701	 1.096  0.121
 0.740	 1.036  0.186
 0.779	 0.778  0.169
 0.857	 0.751  0.230
