0.021  0.982  0.060
0.033  0.982  0.040
0.040  1.002  0.020
0.046  0.996  0.025
0.055  0.987  0.015
0.066  0.993  0.012
0.084  0.985  0.010
0.099  0.974  0.015
0.123  0.986  0.020
