#1.75 -0.007 0.034 0.054
#1.75  0.000 0.034 0.054
#2.50 -0.011 0.008 0.015
#2.50  0.000 0.008 0.015
3.25  0.013 0.006 0.010
4.00  0.011 0.006 0.008
