1.75     0.956         0.032        0.033        0.053         0.056
2.50     0.868         0.023        0.024        0.065         0.070
3.25     0.884         0.051        0.055        0.108         0.123
4.00     0.919         0.066        0.071        0.118         0.135
5.00     0.942         0.094        0.104        0.155         0.188
6.00     0.952         0.133        0.155        0.184         0.229
7.00     1.448         0.184        0.211        0.209         0.244
8.83     0.869         0.464        0.869        0.484         0.869
