# data from Kees
 0.635	 1.107 0.078
 0.884	 0.854 0.060
 2.195	 0.776 0.137
 2.733	 0.765 0.123
 3.224	 0.651 0.335
 3.762	 0.759 0.248
 4.282	 1.160 0.166
 5.217	 1.292 0.492
