0  1.05907  963.114  11981.9
1  1.05309  1513.21  12230
2  1.04615  2531.04  13822.2
3  1.02963  3941.88  14219.7
4  1.04532  812.262  13032.7
5  1.05032  1144.93  11417.3
6  1.07544  818.537  7976.57
7  1.04169  2412.69  10351.7
8  1.06791  915.628  8293.96
9  1.06938  949.073  8176.47
10  1.06582  1219.27  8582.74
11  1.0402  1991.83  10036.7
12  1.05279  1246.95  11175
13  1.06178  1628.22  8908.84
14  1.06727  2080.56  9466.59
15  1.05434  1002.35  10630.6
16  1.02614  2463.8  13787.5
17  1.06828  742.044  10622
18  1.03204  2708.2  14562
19  1.05324  1185.33  12908.9
20  1.03758  3499.12  13036
21  1.03479  1474.85  13605.7
22  1.05315  881.456  15384.5
23  1.04154  626.321  14856.6
