0  1.04579  1785.19  12635
1  1.02981  1924.95  12400.2
2  1.04035  2274.12  13954.8
3  1.03168  3285.7  10452.4
4  1.04714  1643.2  12551
5  1.04791  1936.66  11673.3
6  1.03064  2783.33  13983
7  1.0501  2545.31  9318.09
8  1.05646  1746.95  10386.4
9  1.06545  2097.75  7623.37
10  1.03991  2104.04  10784.6
11  1.03772  2079.93  12270.7
12  1.04141  1769.63  11575.5
13  1.04162  2933.35  10694.8
14  1.05832  2184.65  9752.26
15  1.05817  918.232  11358
16  1.02745  3259.43  15600.9
17  1.0278  3218.25  12904
18  1.04675  2177.51  10775.3
19  1.03245  1977.86  15505.7
20  1.03462  3191.28  11883.9
21  1.02494  2976.74  14718.8
22  1.04621  1972.17  11220.8
23  1.07277  -329.611  10623.8
