0  1.00872  3994.75  21150.8
1  1.00682  2823.1  14547.1
2  1.00671  2492.02  13263.3
3  1.00786  3791.72  16221.7
4  1.00654  3322.84  17552.6
5  1.00728  2560.85  13119.8
6  3424.18  -35361.8  9231.66
7  1.00651  3838.07  19285.1
8  1.00773  3449.63  17153.1
9  1.00871  4305.85  23652.9
10  1.03877  3792.85  13398.8
11  1.01149  3938.35  19209.8
12  1.00565  3547.18  20642.4
13  1.00587  2303.09  11913
14  1.00732  3381.21  16984.6
15  1.0061  3568.43  20409.2
16  1.00621  3983.3  22516.8
17  1.00639  3688.56  21395.8
18  1.00784  4173.26  21708.3
19  1.02977  346.957  17719.8
20  1.00543  2391.8  12431.1
21  1.00883  3488.98  17163.3
22  1.02725  181.434  22458.6
23  1.00669  3730.09  21281.6
24  1.02556  1402.45  17339.6
25  1.00623  3770.93  23668
26  1.008  3785.07  21207
27  1.00844  3774.37  19593.8
28  1.0113  3583.57  17425.4
29  1.00853  4013.62  17335.1
30  1.00562  2155.91  12039.3
31  1.00917  3564.91  15703
