     1102     341                            - Paddle1   (Left/Right)
     817     506                            - Paddle2   (Left/Right)
     424     432                            - Paddle3   (Left/Right)
     569     307                            - Paddle4   (Left/Right)
     151     541                            - Paddle5   (Left/Right)
     564     489                            - Paddle6   (Left/Right)
     52     508                            - Paddle7   (Left/Right)
     56     466                            - Paddle8   (Left/Right)
     543     442                            - Paddle9   (Left/Right)
     10     383                            - Paddle10   (Left/Right)
     383     380                            - Paddle11   (Left/Right)
     189     296                            - Paddle12   (Left/Right)
     70     473                            - Paddle13   (Left/Right)
     149     529                            - Paddle14   (Left/Right)
     49     448                            - Paddle15   (Left/Right)
     65     483                            - Paddle16   (Left/Right)
     66     175                            - Paddle17   (Left/Right)
     12     34                            - Paddle18   (Left/Right)
     270     152                            - Paddle19   (Left/Right)
     532     168                            - Paddle20   (Left/Right)
     92     133                            - Paddle21   (Left/Right)
     208     56                            - Paddle22   (Left/Right)
     148     389                            - Paddle23   (Left/Right)
     172     316                            - Paddle24   (Left/Right)
     39     46                            - Paddle25   (Left/Right)
     259     213                            - Paddle26   (Left/Right)
     52     110                            - Paddle27   (Left/Right)
     67     49                            - Paddle28   (Left/Right)
     278     406                            - Paddle29   (Left/Right)
     233     366                            - Paddle30   (Left/Right)
