     0.0000    1.0000     2.7900
     4.1030    0.0112	  0.0639
     4.1140    0.0111	  0.0636
     4.1250    0.0110	  0.0633
     4.1360    0.0110	  0.0630
     4.1470    0.0109	  0.0627
     4.1580    0.0108	  0.0624
     4.1690    0.0108	  0.0621
     4.1800    0.0107	  0.0618
     4.1910    0.0106	  0.0615
     4.2020    0.0106	  0.0612
     4.2130    0.0105	  0.0610
     4.2240    0.0105	  0.0607
     4.2350    0.0104	  0.0604
     4.2460    0.0103	  0.0601
     4.2570    0.0103	  0.0598
     4.2680    0.0102	  0.0596
     4.2790    0.0102	  0.0593
     4.2900    0.0101	  0.0590
     4.3010    0.0100	  0.0588
     4.3120    0.0100	  0.0585
     4.3230    0.0099	  0.0582
     4.3340    0.0099	  0.0580
     4.3450    0.0098	  0.0577
     4.3560    0.0098	  0.0574
     4.3670    0.0097	  0.0572
     4.3780    0.0096	  0.0569
     4.3890    0.0096	  0.0567
     4.4000    0.0095	  0.0564
     4.4110    0.0095	  0.0562
     4.4220    0.0094	  0.0559
     4.4330    0.0094	  0.0557
     4.4440    0.0093	  0.0554
     4.4550    0.0093	  0.0552
     4.4660    0.0092	  0.0549
     4.4770    0.0092	  0.0547
     4.4880    0.0091	  0.0545
     4.4990    0.0091	  0.0542
     4.5100    0.0090	  0.0540
     4.5210    0.0090	  0.0537
     4.5320    0.0089	  0.0535
     4.5430    0.0089	  0.0533
     4.5540    0.0088	  0.0530
     4.5650    0.0088	  0.0528
     4.5760    0.0087	  0.0526
     4.5870    0.0087	  0.0524
     4.5980    0.0086	  0.0521
     4.6090    0.0086	  0.0519
     4.6200    0.0085	  0.0517
     4.6310    0.0085	  0.0515
     4.6420    0.0084	  0.0512
     4.6530    0.0084	  0.0510
     4.6640    0.0084	  0.0508
     4.6750    0.0083	  0.0506
     4.6860    0.0083	  0.0504
     4.6970    0.0082	  0.0502
     4.7080    0.0082	  0.0499
     4.7190    0.0081	  0.0497
     4.7300    0.0081	  0.0495
     4.7410    0.0080	  0.0493
     4.7520    0.0080	  0.0491
     4.7630    0.0080	  0.0489
     4.7740    0.0079	  0.0487
     4.7850    0.0079	  0.0485
     4.7960    0.0078	  0.0483
     4.8070    0.0078	  0.0481
     4.8180    0.0078	  0.0479
     4.8290    0.0077	  0.0477
     4.8400    0.0077	  0.0475
     4.8510    0.0076	  0.0473
     4.8620    0.0076	  0.0471
     4.8730    0.0076	  0.0469
     4.8840    0.0075	  0.0467
     4.8950    0.0075	  0.0465
     4.9060    0.0074	  0.0463
     4.9170    0.0074	  0.0461
     4.9280    0.0074	  0.0459
     4.9390    0.0073	  0.0458
     4.9500    0.0073	  0.0456
     4.9610    0.0073	  0.0454
     4.9720    0.0072	  0.0452
     4.9830    0.0072	  0.0450
     4.9940    0.0071	  0.0448
     5.0050    0.0071	  0.0447
     5.0160    0.0071	  0.0445
     5.0270    0.0070	  0.0443
     5.0380    0.0070	  0.0441
     5.0490    0.0070	  0.0439
     5.0600    0.0069	  0.0438
     5.0710    0.0069	  0.0436
     5.0820    0.0069	  0.0434
     5.0930    0.0068	  0.0432
     5.1040    0.0068	  0.0431
     5.1150    0.0068	  0.0429
     5.1260    0.0067	  0.0427
     5.1370    0.0067	  0.0426
     5.1480    0.0067	  0.0424
     5.1590    0.0066	  0.0422
     5.1700    0.0066	  0.0421
     5.1810    0.0066	  0.0419
     5.1920    0.0065	  0.0417
     5.2030    0.0065	  0.0416
     5.2140    0.0065	  0.0414
     5.2250    0.0064	  0.0412
     5.2360    0.0064	  0.0411
     5.2470    0.0064	  0.0409
     5.2580    0.0063	  0.0408
     5.2690    0.0063	  0.0406
     5.2800    0.0063	  0.0404
     5.2910    0.0063	  0.0403
     5.3020    0.0062	  0.0401
     5.3130    0.0062	  0.0400
     5.3240    0.0062	  0.0398
     5.3350    0.0061	  0.0397
     5.3460    0.0061	  0.0395
     5.3570    0.0061	  0.0394
     5.3680    0.0060	  0.0392
     5.3790    0.0060	  0.0391
     5.3900    0.0060	  0.0389
     5.4010    0.0060	  0.0388
     5.4120    0.0059	  0.0386
     5.4230    0.0059	  0.0385
     5.4340    0.0059	  0.0383
     5.4450    0.0059	  0.0382
     5.4560    0.0058	  0.0380
     5.4670    0.0058	  0.0379
     5.4780    0.0058	  0.0377
     5.4890    0.0057	  0.0376
     5.5000    0.0057	  0.0374
