  1 :  -1586  -1480 
  2 :  -1635  -1537 
  3 :  -1516  -1513 
  4 :  -1636  -1457 
  5 :  -1642  -1417 
  6 :  -1471  -1504 
  7 :  -2191  -2073 
  8 :  -2258  -2084 
  9 :  -2451  -2361 
 10 :  -2064  -2360 
 11 :  -1795  -1854 
 12 :  -1622  -1768 
 13 :  -1953  -2186 
 14 :  -2187  -2289 
 15 :  -2176  -2260 
 16 :  -1591  -1626 
 17 :  -1402  -1450 
 18 :  -1513  -1511 
 19 :  -1482  -1464 
 20 :  -1435  -1712 
 21 :  -1456  -1445 
 22 :  -1484  -1531 
