  1 :  -1349  -1335 
  2 :  -1474  -1336 
  3 :  -1520  -1436 
  4 :  -1253  -1272 
  5 :  -1378  -1383 
  6 :  -1340  -1291 
  7 :  -1332  -1274 
  8 :  -1397  -1238 
  9 :  -1248  -1342 
 10 :  -1332  -1218 
 11 :  -1440  -1342 
 12 :  -1467  -1302 
