     2887     3138                             - Paddle1   (Left/Right)
     2148     4337                             - Paddle2   (Left/Right)
     2089     7258                             - Paddle3   (Left/Right)
     1492     4218                             - Paddle4   (Left/Right)
     1807     2011                             - Paddle5   (Left/Right)
     2196     4218                             - Paddle6   (Left/Right)
     2565     1257                             - Paddle7   (Left/Right)
     2626     1899                             - Paddle8   (Left/Right)
     1883     2398                             - Paddle9   (Left/Right)
     1854     1073                             - Paddle10   (Left/Right)
     1271     2858                             - Paddle11   (Left/Right)
     1089     2567                             - Paddle12   (Left/Right)
     1967     2619                             - Paddle13   (Left/Right)
     1845     793                             - Paddle14   (Left/Right)
     1769     2512                             - Paddle15   (Left/Right)
     1660     1030                             - Paddle16   (Left/Right)
     2533     1200                             - Paddle17   (Left/Right)
     1190     1876                             - Paddle18   (Left/Right)
     2602     3371                             - Paddle19   (Left/Right)
     1835     1368                             - Paddle20   (Left/Right)
     653     1489                             - Paddle21   (Left/Right)
     795     1875                             - Paddle22   (Left/Right)
     2094     1818                             - Paddle23   (Left/Right)
     2512     2279                             - Paddle24   (Left/Right)
     3940     2851                             - Paddle25   (Left/Right)
     1186     1915                             - Paddle26   (Left/Right)
     2108     1324                             - Paddle27   (Left/Right)
     2247     2194                             - Paddle28   (Left/Right)
     1629     1574                             - Paddle29   (Left/Right)
     3625     2422                             - Paddle30   (Left/Right)
