0.127	0.7878	0.141245
#	#	#	#	#	0.456	0.21961	0.011474
0.456	0.14393	0.0150
#	#	#	#	#	0.953	0.00567	0.001372
0.953	0.00587	0.001999
0.37	0.144	0.034
0.67	0.028	0.010
0.16	0.500	.0500
