



1.81970 7.82775E-01 1.04621E+00
1.90550 7.69655E-01 1.04773E+00
1.99530 7.56066E-01 1.04903E+00
2.08930 7.42002E-01 1.05006E+00
2.18780 7.27397E-01 1.05100E+00
2.29090 7.12332E-01 1.05165E+00
2.39880 6.96801E-01 1.05196E+00
2.51190 6.80791E-01 1.05211E+00
2.63030 6.64311E-01 1.05193E+00
2.75420 6.47353E-01 1.05146E+00
2.88400 6.29986E-01 1.05063E+00
3.02000 6.12193E-01 1.04953E+00
3.16230 5.94011E-01 1.04798E+00
3.31130 5.75466E-01 1.04609E+00
3.46740 5.56537E-01 1.04387E+00
3.63080 5.37255E-01 1.04123E+00
3.80190 5.17726E-01 1.03820E+00
3.98110 4.97851E-01 1.03479E+00
4.16870 4.77766E-01 1.03096E+00
4.36520 4.57475E-01 1.02677E+00
4.57090 4.37006E-01 1.02214E+00
4.78630 4.16384E-01 1.01713E+00
5.01190 3.95679E-01 1.01172E+00
5.24810 3.74906E-01 1.00593E+00
5.49540 3.54101E-01 9.99767E-01
5.75440 3.33332E-01 9.93252E-01
6.02560 3.12621E-01 9.86376E-01
6.30960 2.92028E-01 9.79160E-01
6.60690 2.71583E-01 9.71609E-01
6.91830 2.51345E-01 9.63780E-01
7.24440 2.31347E-01 9.55636E-01
7.58580 2.11633E-01 9.47241E-01
7.94330 1.92256E-01 9.38580E-01
8.31760 1.73247E-01 9.29729E-01
8.70960 1.54668E-01 9.20594E-01
9.12010 1.36533E-01 9.11368E-01
9.54990 1.18905E-01 9.01891E-01
10.00000 1.01810E-01 8.92246E-01
10.47100 8.52757E-02 8.82512E-01
10.96500 6.93463E-02 8.72754E-01
11.48200 5.40488E-02 8.62867E-01
12.02300 3.94119E-02 8.52855E-01
12.58900 2.54616E-02 8.42730E-01
13.18300 1.22189E-02 8.32723E-01
13.80400 -2.95637E-04 8.22605E-01
14.45400 -1.20653E-02 8.12436E-01
15.13600 -2.30752E-02 8.02446E-01
15.84900 -3.33155E-02 7.92346E-01
16.59600 -4.27767E-02 7.82337E-01
17.37800 -5.14542E-02 7.72352E-01
18.19700 -5.93440E-02 7.62453E-01
19.05500 -6.64464E-02 7.52675E-01
19.95300 -7.27646E-02 7.42929E-01
20.89300 -7.83053E-02 7.33238E-01
21.87800 -8.30712E-02 7.23715E-01
22.90900 -8.70746E-02 7.14264E-01
23.98800 -9.03270E-02 7.04893E-01
25.11900 -9.28432E-02 6.95685E-01
26.30300 -9.46327E-02 6.86607E-01
27.54200 -9.57139E-02 6.77622E-01
28.84000 -9.61115E-02 6.68755E-01
30.20000 -9.58374E-02 6.60076E-01
31.62300 -9.49123E-02 6.51481E-01
33.11300 -9.33600E-02 6.43016E-01
34.67400 -9.11982E-02 6.34715E-01
36.30800 -8.84546E-02 6.26530E-01
38.01900 -8.51443E-02 6.18478E-01
39.81100 -8.12998E-02 6.10575E-01
