# Zanotti Ge/Gm ratio. References:
#     hep-lat/0410023, hep-ph/0409312.
#    F1,F2 from GPD analysis hep-lat/0501029
#
#    hep-lat/0303019: 
#    fitting of Sachs ff, then extrapolate and get dipole masses
#    vs. m_pi^2 for the appropriate form
#
#    Q2          mup GEp/GMp       low limit         upper limit
0.0000000000   1.0000000000       1.0000000000      1.0000000000
1.8291457300   0.7541429270       0.6538781820	    0.8669343010
1.8492462300   0.7532332640       0.6527019950	    0.8664008190
1.8693467300   0.7523366610       0.6515434480	    0.8658746580
1.8894472400   0.7514528410       0.6504021500	    0.8653556680
1.9095477400   0.7505815330       0.6492777200	    0.8648437060
1.9296482400   0.7497224720       0.6481697870	    0.8643386280
1.9497487400   0.7488754040       0.6470779920	    0.8638402970
1.9698492500   0.7480400790       0.6460019870	    0.8633485780
1.9899497500   0.7472162550       0.6449414330	    0.8628633420
2.0100502500   0.7464036960       0.6438959990	    0.8623844600
2.0301507500   0.7456021730       0.6428653670	    0.8619118080
2.0502512600   0.7448114640       0.6418492240	    0.8614452670
2.0703517600   0.7440313510       0.6408472690	    0.8609847180
2.0904522600   0.7432616230       0.6398592070	    0.8605300460
2.1105527600   0.7425020740       0.6388847520	    0.8600811400
2.1306532700   0.7417525040       0.6379236250	    0.8596378920
2.1507537700   0.7410127180       0.6369755570	    0.8592001930
2.1708542700   0.7402825260       0.6360402830	    0.8587679420
2.1909547700   0.7395617430       0.6351175470	    0.8583410370
2.2110552800   0.7388501880       0.6342070990	    0.8579193800
2.2311557800   0.7381476850       0.6333086960	    0.8575028740
2.2512562800   0.7374540630       0.6324221010	    0.8570914260
2.2713567800   0.7367691550       0.6315470840	    0.8566849430
2.2914572900   0.7360927980       0.6306834190	    0.8562833380
2.3115577900   0.7354248330       0.6298308890	    0.8558865220
2.3316582900   0.7347651050       0.6289892790	    0.8554944100
2.3517587900   0.7341134630       0.6281583820	    0.8551069200
2.3718593000   0.7334697580       0.6273379950	    0.8547239700
2.3919598000   0.7328338480       0.6265279200	    0.8543454810
2.4120603000   0.7322055920       0.6257279640	    0.8539713750
2.4321608000   0.7315848520       0.6249379400	    0.8536015760
2.4522613100   0.7309714940       0.6241576650	    0.8532360120
2.4723618100   0.7303653890       0.6233869590	    0.8528746080
2.4924623100   0.7297664070       0.6226256480	    0.8525172960
2.5125628100   0.7291744250       0.6218735610	    0.8521640050
2.5326633200   0.7285893200       0.6211305320	    0.8518146690
2.5527638200   0.7280109740       0.6203964000	    0.8514692210
2.5728643200   0.7274392690       0.6196710050	    0.8511275960
2.5929648200   0.7268740940       0.6189541930	    0.8507897320
2.6130653300   0.7263153360       0.6182458130	    0.8504555680
2.6331658300   0.7257628870       0.6175457170	    0.8501250410
2.6532663300   0.7252166400       0.6168537610	    0.8497980940
2.6733668300   0.7246764930       0.6161698050	    0.8494746690
2.6934673400   0.7241423430       0.6154937100	    0.8491547080
2.7135678400   0.7236140920       0.6148253420	    0.8488381570
2.7336683400   0.7230916420       0.6141645700	    0.8485249620
2.7537688400   0.7225748980       0.6135112650	    0.8482150690
2.7738693500   0.7220637680       0.6128653020	    0.8479084260
2.7939698500   0.7215581600       0.6122265580	    0.8476049830
2.8140703500   0.7210579850       0.6115949120	    0.8473046900
2.8341708500   0.7205631580       0.6109702480	    0.8470074980
2.8542713600   0.7200735920       0.6103524510	    0.8467133590
2.8743718600   0.7195892030       0.6097414080	    0.8464222260
2.8944723600   0.7191099120       0.6091370080	    0.8461340550
2.9145728600   0.7186356360       0.6085391460	    0.8458487980
2.9346733700   0.7181662990       0.6079477150	    0.8455664140
2.9547738700   0.7177018230       0.6073626120	    0.8452868580
2.9748743700   0.7172421340       0.6067837370	    0.8450100880
2.9949748700   0.7167871580       0.6062109900	    0.8447360630
3.0150753800   0.7163368230       0.6056442760	    0.8444647420
3.0351758800   0.7158910570       0.6050834990	    0.8441960850
3.0552763800   0.7154497930       0.6045285670	    0.8439300540
3.0753768800   0.7150129630       0.6039793900	    0.8436666100
3.0954773900   0.7145804990       0.6034358780	    0.8434057150
3.1155778900   0.7141523370       0.6028979440	    0.8431473330
3.1356783900   0.7137284140       0.6023655030	    0.8428914280
3.1557788900   0.7133086650       0.6018384710	    0.8426379640
3.1758794000   0.7128930310       0.6013167670	    0.8423869060
3.1959799000   0.7124814510       0.6008003110	    0.8421382200
3.2160804000   0.7120738660       0.6002890230	    0.8418918730
3.2361809000   0.7116702180       0.5997828270	    0.8416478320
3.2562814100   0.7112704500       0.5992816470	    0.8414060650
3.2763819100   0.7108745080       0.5987854080	    0.8411665400
3.2964824100   0.7104823350       0.5982940400	    0.8409292270
3.3165829100   0.7100938800       0.5978074690	    0.8406940930
3.3366834200   0.7097090880       0.5973256270	    0.8404611110
3.3567839200   0.7093279090       0.5968484450	    0.8402302500
3.3768844200   0.7089502920       0.5963758550	    0.8400014810
3.3969849200   0.7085761870       0.5959077930	    0.8397747770
3.4170854300   0.7082055460       0.5954441920	    0.8395501090
3.4371859300   0.7078383210       0.5949849910	    0.8393274500
3.4572864300   0.7074744640       0.5945301260	    0.8391067730
3.4773869300   0.7071139300       0.5940795370	    0.8388880520
3.4974874400   0.7067566740       0.5936331630	    0.8386712610
3.5175879400   0.7064026500       0.5931909460	    0.8384563750
3.5376884400   0.7060518160       0.5927528290	    0.8382433690
3.5577889400   0.7057041280       0.5923187540	    0.8380322170
3.5778894500   0.7053595450       0.5918886660	    0.8378228970
3.5979899500   0.7050180240       0.5914625100	    0.8376153840
3.6180904500   0.7046795260       0.5910402330	    0.8374096540
3.6381909500   0.7043440100       0.5906217820	    0.8372056860
3.6582914600   0.7040114380       0.5902071060	    0.8370034560
3.6783919600   0.7036817700       0.5897961530	    0.8368029430
3.6984924600   0.7033549690       0.5893888740	    0.8366041240
3.7185929600   0.7030309970       0.5889852200	    0.8364069790
3.7386934700   0.7027098190       0.5885851420	    0.8362114850
3.7587939700   0.7023913970       0.5881885940	    0.8360176240
3.7788944700   0.7020756980       0.5877955290	    0.8358253730
3.7989949700   0.7017626850       0.5874059010	    0.8356347140
3.8190954800   0.7014523250       0.5870196660	    0.8354456260
3.8391959800   0.7011445850       0.5866367790	    0.8352580910
3.8592964800   0.7008394310       0.5862571980	    0.8350720880
3.8793969800   0.7005368310       0.5858808790	    0.8348876000
3.8994974900   0.7002367530       0.5855077810	    0.8347046080
3.9195979900   0.6999391650       0.5851378630	    0.8345230940
3.9396984900   0.6996440380       0.5847710840	    0.8343430400
3.9597989900   0.6993513390       0.5844074050	    0.8341644290
3.9798995000   0.6990610410       0.5840467860	    0.8339872430
4.0000000000   0.6987731120       0.5836891890	    0.8338114650
