
   0.00398   -1.88950E+00
   0.00417   -1.88840E+00
   0.00437   -1.88730E+00
   0.00457   -1.88610E+00
   0.00479   -1.88490E+00
   0.00501   -1.88350E+00
   0.00525   -1.88220E+00
   0.00550   -1.88080E+00
   0.00575   -1.87930E+00
   0.00603   -1.87770E+00
   0.00631   -1.87610E+00
   0.00661   -1.87440E+00
   0.00692   -1.87260E+00
   0.00724   -1.87070E+00
   0.00759   -1.86880E+00
   0.00794   -1.86680E+00
   0.00832   -1.86460E+00
   0.00871   -1.86240E+00
   0.00912   -1.86010E+00
   0.00955   -1.85770E+00
   0.01000   -1.85510E+00
   0.01047   -1.85250E+00
   0.01097   -1.84980E+00
   0.01148   -1.84690E+00
   0.01202   -1.84390E+00
   0.01259   -1.84070E+00
   0.01318   -1.83750E+00
   0.01380   -1.83410E+00
   0.01445   -1.83050E+00
   0.01514   -1.82680E+00
   0.01585   -1.82290E+00
   0.01660   -1.81890E+00
   0.01738   -1.81470E+00
   0.01820   -1.81030E+00
   0.01906   -1.80570E+00
   0.01995   -1.80100E+00
   0.02089   -1.79600E+00
   0.02188   -1.79080E+00
   0.02291   -1.78550E+00
   0.02399   -1.77990E+00
   0.02512   -1.77400E+00
   0.02630   -1.76800E+00
   0.02754   -1.76170E+00
   0.02884   -1.75510E+00
   0.03020   -1.74830E+00
   0.03162   -1.74120E+00
   0.03311   -1.73390E+00
   0.03467   -1.72620E+00
   0.03631   -1.71830E+00
   0.03802   -1.71010E+00
   0.03981   -1.70150E+00
   0.04169   -1.69270E+00
   0.04365   -1.68350E+00
   0.04571   -1.67390E+00
   0.04786   -1.66410E+00
   0.05012   -1.65390E+00
   0.05248   -1.64330E+00
   0.05495   -1.63230E+00
   0.05754   -1.62100E+00
   0.06026   -1.60930E+00
   0.06310   -1.59720E+00
   0.06607   -1.58470E+00
   0.06918   -1.57180E+00
   0.07244   -1.55850E+00
   0.07586   -1.54480E+00
   0.07943   -1.53070E+00
   0.08318   -1.51610E+00
   0.08710   -1.50110E+00
   0.09120   -1.48560E+00
   0.09550   -1.46980E+00
   0.10000   -1.45350E+00
   0.10471   -1.43670E+00
   0.10965   -1.41950E+00
   0.11482   -1.40190E+00
   0.12023   -1.38380E+00
   0.12589   -1.36530E+00
   0.13183   -1.34640E+00
   0.13804   -1.32700E+00
   0.14454   -1.30720E+00
   0.15136   -1.28700E+00
   0.15849   -1.26640E+00
   0.16596   -1.24540E+00
   0.17378   -1.22400E+00
   0.18197   -1.20220E+00
   0.19055   -1.18000E+00
   0.19953   -1.15750E+00
   0.20893   -1.13470E+00
   0.21878   -1.11150E+00
   0.22909   -1.08810E+00
   0.23988   -1.06440E+00
   0.25119   -1.04040E+00
   0.26303   -1.01620E+00
   0.27542   -9.91770E-01
   0.28840   -9.67170E-01
   0.30200   -9.42410E-01
   0.31623   -9.17520E-01
   0.33113   -8.92530E-01
   0.34674   -8.67460E-01
   0.36308   -8.42360E-01
   0.38019   -8.17250E-01
   0.39811   -7.92150E-01
   0.41687   -7.67110E-01
   0.43652   -7.42160E-01
   0.45709   -7.17320E-01
   0.47863   -6.92640E-01
   0.50119   -6.68140E-01
   0.52481   -6.43850E-01
   0.54954   -6.19810E-01
   0.57544   -5.96050E-01
   0.60256   -5.72600E-01
   0.63096   -5.49480E-01
   0.66069   -5.26730E-01
   0.69183   -5.04380E-01
   0.72444   -4.82440E-01
   0.75858   -4.60950E-01
   0.79433   -4.39930E-01
   0.83176   -4.19390E-01
   0.87096   -3.99370E-01
   0.91201   -3.79860E-01
   0.95499   -3.60900E-01
   1.00000   -3.42500E-01
   1.04710   -3.24660E-01
   1.09650   -3.07390E-01
   1.14820   -2.90710E-01
   1.20230   -2.74620E-01
   1.25890   -2.59120E-01
   1.31830   -2.44210E-01
   1.38040   -2.29900E-01
   1.44540   -2.16180E-01
   1.51360   -2.03040E-01
   1.58490   -1.90490E-01
   1.65960   -1.78510E-01
   1.73780   -1.67100E-01
   1.81970   -1.56250E-01
   1.90550   -1.45930E-01
   1.99530   -1.36150E-01
   2.08930   -1.26890E-01
   2.18780   -1.18130E-01
   2.29090   -1.09860E-01
   2.39880   -1.02060E-01
   2.51190   -9.47210E-02
   2.63030   -8.78180E-02
   2.75420   -8.13370E-02
   2.88400   -7.52590E-02
   3.02000   -6.95690E-02
   3.16230   -6.42480E-02
   3.31130   -5.92800E-02
   3.46740   -5.46450E-02
   3.63080   -5.03290E-02
   3.80190   -4.63130E-02
   3.98110   -4.25820E-02
   4.16870   -3.91190E-02
   4.36520   -3.59090E-02
   4.57090   -3.29370E-02
   4.78630   -3.01880E-02
   5.01190   -2.76480E-02
   5.24810   -2.53040E-02
   5.49540   -2.31430E-02
   5.75440   -2.11530E-02
   6.02560   -1.93210E-02
   6.30960   -1.76380E-02
   6.60690   -1.60910E-02
   6.91830   -1.46720E-02
   7.24440   -1.33710E-02
   7.58580   -1.21790E-02
   7.94330   -1.10880E-02
   8.31760   -1.00900E-02
   8.70960   -9.17720E-03
   9.12010   -8.34370E-03
   9.54990   -7.58280E-03
  10.00000   -6.88860E-03
  10.47100   -6.25560E-03
  10.96500   -5.67890E-03
  11.48200   -5.15360E-03
  12.02300   -4.67540E-03
  12.58900   -4.24030E-03
  13.18300   -3.84460E-03
  13.80400   -3.48500E-03
  14.45400   -3.15810E-03
  15.13600   -2.86130E-03
  15.84900   -2.59180E-03
  16.59600   -2.34710E-03
  17.37800   -2.12510E-03
  18.19700   -1.92380E-03
  19.05500   -1.74120E-03
  19.95300   -1.57570E-03
  20.89300   -1.42570E-03
  21.87800   -1.28980E-03
  22.90900   -1.16670E-03
  23.98800   -1.05520E-03
  25.11900   -9.54210E-04
  26.30300   -8.62810E-04
  27.54200   -7.80080E-04
  28.84000   -7.05210E-04
  30.20000   -6.37470E-04
  31.62300   -5.76180E-04
  33.11300   -5.20740E-04
  34.67400   -4.70600E-04
